Reporting Date;Marketing Team;Marketing Program;# Prospects;# Marketing Qualified Prospects;# Demo Prospects;# Sales Qualified Opportunities;# Opportunities Won;$ Cost;# Impressions;# Clicks
28/12/2024;paid;paid_search;16;10;0;0.5;4;$17,138;107276;1407
28/12/2024;social;social;0;0;0;0;0;$0;0;0
28/12/2024;event;event;0;0;0;0;0;$0;0;0
28/12/2024;lifecycle;prospect_email;2;0;0;0;0;$0;0;0
28/12/2024;regional;regional;4;0;0;0;0;$0;0;0
27/12/2024;lifecycle;prospect_email;0;0;4;0;0;$0;0;0
27/12/2024;social;social;0;0;0;0;0;$0;0;0
27/12/2024;paid;listicle_leadbuy_listing;20;27;6;2;1;$46,140;83264;735
27/12/2024;content;content;75;9;15;0;0;$0;0;0
27/12/2024;paid;abm;0;0;0;0;0;$1,202;942232;64668
27/12/2024;paid;paid_sponsorship;0;0;0;0;0;$0;0;0
27/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
27/12/2024;regional;regional;6;2;0;0;0;$0;0;0
27/12/2024;paid;paid_search;117;20;18;12;4;$88,398;366194;18056
27/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
27/12/2024;event;event;2;0;6;0;0;$0;0;0
27/12/2024;paid;paid_social;45;9;3;0;0;$19,818;3263284;13614
27/12/2024;website;website;14;21;2;0;0;$0;0;0
27/12/2024;paid;paid_brand_search;9;15;16;18;14.1;$77,564;22572;3104
27/12/2024;content;webinar;0;0;0;0;3;$0;0;0
27/12/2024;lifecycle;customer_braze_communications;0;0;2;0;0.9;$0;0;0
26/12/2024;paid;paid_search;47;18;16;6;0;$34,394;229466;36381
26/12/2024;lifecycle;prospect_email;6;3;0;0;0;$0;0;0
26/12/2024;paid;paid_brand_search;14;6;10;5;2;$57,944;7180;4194
26/12/2024;paid;abm;0;0;0;0;0;$1,178;684426;56514
26/12/2024;paid;paid_sponsorship;0;0;0;0;0;$0;0;0
26/12/2024;content;webinar;0;0;0;0;0;$0;0;0
26/12/2024;regional;regional;6;8;0;0;0;$0;0;0
26/12/2024;event;event;0;0;0;0;0;$0;0;0
26/12/2024;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
26/12/2024;paid;paid_social;20;4;2;0;0;$6,549;2369762;8516
26/12/2024;social;social;0;0;0;0;0;$0;0;0
26/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
26/12/2024;content;content;42;9;6;0;0;$0;0;0
26/12/2024;website;website;9;9;2;0;0;$0;0;0
26/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
26/12/2024;paid;listicle_leadbuy_listing;4;12;15;4;0;$10,826;32207;552
25/12/2024;content;content;14;3;2;0;0;$0;0;0
25/12/2024;regional;regional;0;0;0;0;0;$0;0;0
25/12/2024;social;social;0;0;0;0;0;$0;0;0
25/12/2024;website;website;6;2;0;0;0;$0;0;0
25/12/2024;content;webinar;0;0;0;0;1;$0;0;0
25/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
25/12/2024;paid;abm;0;0;0;0;0;$1,268;702928;20152
25/12/2024;event;event;0;0;2;0;0;$0;0;0
25/12/2024;paid;paid_brand_search;5;6;0;3.4;1;$55,677;15384;884
25/12/2024;paid;paid_social;18;0;0;0;0;$12,967;1313315;14907
25/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
25/12/2024;paid;paid_sponsorship;2;0;0;0;0;$0;0;0
25/12/2024;lifecycle;customer_braze_communications;0;0;0;0.6;0;$0;0;0
25/12/2024;lifecycle;prospect_email;3;1;2;0;0;$0;0;0
25/12/2024;paid;paid_search;93;28;6;2;0;$47,577;293852;9276
25/12/2024;paid;listicle_leadbuy_listing;3;1;0;0;0;$8,356;27799;411
24/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
24/12/2024;paid;paid_sponsorship;0;0;0;0;0;$0;0;0
24/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
24/12/2024;paid;abm;0;0;0;0;0;$9,251;1492584;36662
24/12/2024;paid;paid_brand_search;36;20;39;18.9;10;$81,487;20325;2842
24/12/2024;regional;regional;1;0;0;0;0;$0;0;0
24/12/2024;paid;paid_social;5;6;1;0;0;$15,717;1387358;5112
24/12/2024;content;webinar;1;3;1;0;0;$0;0;0
24/12/2024;website;website;12;7;1;2;0;$0;0;0
24/12/2024;social;social;0;0;0;0;0;$0;0;0
24/12/2024;lifecycle;customer_braze_communications;0;0;0;0.3;2.7;$0;0;0
24/12/2024;lifecycle;prospect_email;3;0;2;2;0;$0;0;0
24/12/2024;content;content;26;9;6;0;0;$0;0;0
24/12/2024;event;event;0;0;0;0;0;$0;0;0
24/12/2024;paid;listicle_leadbuy_listing;18;18;8;6;3;$12,133;115713;651
24/12/2024;paid;paid_search;92;34;30;12;3;$30,768;581709;9879
23/12/2024;lifecycle;prospect_email;6;2;6;6;3;$0;0;0
23/12/2024;website;website;39;11;3;0;3;$0;0;0
23/12/2024;lifecycle;customer_braze_communications;3;0;0;0;0;$0;0;0
23/12/2024;content;content;30;39;15;0;0;$0;0;0
23/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
23/12/2024;paid;paid_search;63;66;96;4;10;$95,084;742692;32799
23/12/2024;paid;paid_brand_search;17;42;17;28;19.5;$176,187;29295;4346
23/12/2024;regional;regional;6;3;12;2;0;$0;0;0
23/12/2024;paid;abm;0;0;0;0;0;$5,973;2089212;37130
23/12/2024;content;webinar;0;0;0;0.5;0;$0;0;0
23/12/2024;paid;paid_social;16;3;16;6;0;$31,381;4608783;19968
23/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
23/12/2024;paid;listicle_leadbuy_listing;4;4;8;12;0;$30,032;127591;777
23/12/2024;paid;paid_sponsorship;1;0;0;0;0;$0;0;0
23/12/2024;social;social;3;3;0;0;0;$0;0;0
23/12/2024;event;event;12;3;3;0;1;$0;0;0
22/12/2024;lifecycle;prospect_email;0;0;0;0;0;$0;0;0
22/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
22/12/2024;paid;listicle_leadbuy_listing;1;0;0;0;0;$6,042;103055;133
22/12/2024;content;webinar;0;3;3;3;0;$0;0;0
22/12/2024;content;content;18;4;0;0;0;$0;0;0
22/12/2024;regional;regional;0;0;0;0;0;$0;0;0
22/12/2024;event;event;0;0;0;0;0;$0;0;0
22/12/2024;paid;abm;0;0;0;0;0;$6,585;1372010;36598
22/12/2024;paid;paid_social;27;0;0;0;0;$8,486;3955437;11822
22/12/2024;paid;paid_sponsorship;0;0;0;0;0;$0;0;0
22/12/2024;website;website;4;2;0;0;0;$0;0;0
22/12/2024;paid;paid_search;16;7;0;1.5;0;$43,937;81780;10482
22/12/2024;social;social;0;0;0;0;0;$0;0;0
22/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
22/12/2024;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
22/12/2024;paid;paid_brand_search;8;5;0;2;0;$20,651;2737;574
21/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
21/12/2024;lifecycle;prospect_email;4;3;0;0;0;$0;0;0
21/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
21/12/2024;social;social;0;0;0;0;0;$0;0;0
21/12/2024;content;webinar;0;0;0;0;0;$0;0;0
21/12/2024;paid;paid_social;12;0;0;0;0;$13,508;1645668;9780
21/12/2024;event;event;1;0;0;0;0;$0;0;0
21/12/2024;website;website;12;21;0;0;0;$0;0;0
21/12/2024;content;content;9;2;1;0;0;$0;0;0
21/12/2024;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
21/12/2024;paid;listicle_leadbuy_listing;2;6;1;0;0;$12,878;187416;123
21/12/2024;paid;abm;2;0;0;0;0;$2,310;1467218;57171
21/12/2024;regional;regional;0;0;0;0;0;$0;0;0
21/12/2024;paid;paid_search;32;30;2;0;3;$5,886;72356;3052
21/12/2024;paid;paid_sponsorship;0;0;0;0;0;$0;0;0
21/12/2024;paid;paid_brand_search;12;15;6;0;0;$53,612;2813;1056
20/12/2024;social;social;4;0;0;0;0;$0;0;0
20/12/2024;website;website;28;26;14;0;0;$0;0;0
20/12/2024;event;event;54;138;8;0;0;$0;0;0
20/12/2024;lifecycle;prospect_email;1;2;4;0.4;1;$0;0;0
20/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
20/12/2024;paid;listicle_leadbuy_listing;39;12;21;5.3;1.3;$22,946;252337;228
20/12/2024;paid;paid_sponsorship;3;0;0;0;0;$0;0;0
20/12/2024;content;webinar;225;9;0;0;0;$0;0;0
20/12/2024;paid;paid_brand_search;39;60;60;33;10;$286,277;11674;5624
20/12/2024;content;content;93;13;24;0;3;$0;0;0
20/12/2024;paid;paid_social;27;14;11;17.4;1.6;$52,520;4281988;19646
20/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
20/12/2024;paid;paid_search;112;26;102;48;18;$219,752;595844;25120
20/12/2024;regional;regional;12;0;12;9;0;$0;0;0
20/12/2024;lifecycle;customer_braze_communications;0;0;0;1.8;0;$0;0;0
20/12/2024;paid;abm;4;0;0;0;0;$17,181;1634752;32824
19/12/2024;event;event;64;63;3;0;0;$0;0;0
19/12/2024;lifecycle;prospect_email;18;12;3;1;0;$0;0;0
19/12/2024;lifecycle;customer_braze_communications;5;0;2;3;3;$0;0;0
19/12/2024;paid;abm;0;3;0;0;0;$18,902;692997;26472
19/12/2024;content;webinar;0;0;0;0;0;$0;0;0
19/12/2024;paid;paid_social;84;30;14;6;0;$57,034;3813873;51570
19/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
19/12/2024;website;website;34;30;8;0;0;$0;0;0
19/12/2024;social;social;3;2;4;0;0;$0;0;0
19/12/2024;regional;regional;19;1;6;2;0;$0;0;0
19/12/2024;paid;paid_brand_search;62;46;66;69;10;$221,084;28382;9822
19/12/2024;paid;listicle_leadbuy_listing;18;42;21;2;2;$28,710;898382;439
19/12/2024;content;content;102;24;14;2;0;$0;0;0
19/12/2024;paid;paid_sponsorship;6;2;0;0;0;$0;0;0
19/12/2024;paid;paid_search;90;96;105;24;0;$258,615;706692;29408
19/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
18/12/2024;paid;listicle_leadbuy_listing;24;36;12;5;0;$30,461;1115946;269
18/12/2024;content;webinar;3;2;0;0;3;$0;0;0
18/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
18/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
18/12/2024;paid;abm;2;0;0;0;0;$6,492;461810;37275
18/12/2024;paid;paid_search;261;50;68;32;15;$300,344;385069;46314
18/12/2024;lifecycle;customer_braze_communications;6;0;0;5.2;6.6;$0;0;0
18/12/2024;lifecycle;prospect_email;16;6;12;3;1;$0;0;0
18/12/2024;content;content;75;10;21;0;1;$0;0;0
18/12/2024;paid;paid_brand_search;90;80;68;72;18;$251,058;15382;10605
18/12/2024;social;social;0;0;0;0;0;$0;0;0
18/12/2024;website;website;72;42;8;2.4;1.5;$0;0;0
18/12/2024;paid;paid_social;120;30;9;0;3;$143,735;5381427;23885
18/12/2024;event;event;111;294;4;0.6;0.4;$0;0;0
18/12/2024;paid;paid_sponsorship;9;0;0;0;0;$0;0;0
18/12/2024;regional;regional;8;0;6;3;4;$0;0;0
17/12/2024;content;content;70;33;33;0;6;$0;0;0
17/12/2024;paid;listicle_leadbuy_listing;21;60;8;8;1;$18,174;557754;984
17/12/2024;paid;paid_search;106;60;123;36;14;$249,761;1364352;55974
17/12/2024;event;event;1112;3;7;2;1.5;$0;0;0
17/12/2024;paid;paid_social;70;39;27;2;3;$71,005;16345182;69339
17/12/2024;lifecycle;prospect_email;27;2;1;6;0;$0;0;0
17/12/2024;lifecycle;customer_braze_communications;0;0;6;7;1;$0;0;0
17/12/2024;content;webinar;1;0;0;0;0;$0;0;0
17/12/2024;paid;paid_sponsorship;6;0;0;0;0;$0;0;0
17/12/2024;social;social;3;0;0;0;0;$0;0;0
17/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
17/12/2024;regional;regional;14;0;0;0;0;$0;0;0
17/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
17/12/2024;paid;abm;0;0;0;0;0;$6,569;977808;35742
17/12/2024;website;website;26;48;10;2;2;$0;0;0
17/12/2024;paid;paid_brand_search;40;102;68;66;39;$532,937;31562;7504
16/12/2024;paid;abm;14;0;0;0;0;$16,008;537302;21658
16/12/2024;paid;paid_brand_search;129;96;34;69;14;$176,253;29674;7488
16/12/2024;content;content;136;45;36;1;1;$0;0;0
16/12/2024;content;webinar;768;9;0;0;0;$0;0;0
16/12/2024;event;event;44;0;0;0;0;$0;0;0
16/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
16/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
16/12/2024;website;website;105;24;5;2;0;$0;0;0
16/12/2024;paid;paid_sponsorship;12;0;0;0;0;$0;0;0
16/12/2024;paid;paid_search;368;74;74;48;4;$140,324;481188;50721
16/12/2024;social;social;6;0;0;0;0;$0;0;0
16/12/2024;paid;paid_social;55;11;18;6;1;$129,032;5497479;22712
16/12/2024;regional;regional;48;1;2;4;2;$0;0;0
16/12/2024;lifecycle;customer_braze_communications;4;2;9;3.4;1.4;$0;0;0
16/12/2024;lifecycle;prospect_email;75;15;24;3;1;$0;0;0
16/12/2024;paid;listicle_leadbuy_listing;60;11;26;16.5;0;$18,287;770788;329
15/12/2024;regional;regional;0;0;0;0;0;$0;0;0
15/12/2024;paid;abm;0;0;0;0;0;$3,762;924538;11178
15/12/2024;paid;listicle_leadbuy_listing;6;16;1;0;0;$18,429;582439;396
15/12/2024;content;webinar;0;0;0;0;0;$0;0;0
15/12/2024;event;event;0;0;0;0;0;$0;0;0
15/12/2024;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
15/12/2024;website;website;6;18;0;0;0;$0;0;0
15/12/2024;paid;paid_search;52;33;0;4.5;3;$71,613;342279;13056
15/12/2024;paid;paid_brand_search;12;16;4;0.5;6;$73,230;11313;1428
15/12/2024;lifecycle;prospect_email;2;0;3;2;0;$0;0;0
15/12/2024;paid;paid_social;34;3;0;0;0;$52,757;4782623;20392
15/12/2024;content;content;18;3;0;0;0;$0;0;0
15/12/2024;social;social;0;0;0;0;0;$0;0;0
15/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
15/12/2024;paid;paid_sponsorship;0;0;0;0;0;$0;0;0
15/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
14/12/2024;paid;abm;0;1;0;0;0;$8,195;891318;36072
14/12/2024;event;event;141;4;0;0;0;$0;0;0
14/12/2024;website;website;18;18;3;0;0;$0;0;0
14/12/2024;paid;listicle_leadbuy_listing;3;6;0;1.5;0;$12,684;1031178;161
14/12/2024;lifecycle;prospect_email;3;2;2;0;0;$0;0;0
14/12/2024;paid;paid_social;21;21;0;0;0;$155,086;10809987;15309
14/12/2024;lifecycle;customer_braze_communications;0;0;0;0;2;$0;0;0
14/12/2024;social;social;0;0;0;0;0;$0;0;0
14/12/2024;paid;paid_brand_search;12;5;2;0;4;$84,708;11097;1428
14/12/2024;content;content;13;9;0;0;0;$0;0;0
14/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
14/12/2024;regional;regional;0;0;0;0;0;$0;0;0
14/12/2024;paid;paid_sponsorship;3;0;0;0;0;$1,590;0;0
14/12/2024;paid;paid_search;48;4;0;0.5;0;$21,624;59204;7044
14/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
14/12/2024;content;webinar;3;0;0;0;0;$0;0;0
13/12/2024;content;webinar;9;2;3;0;0;$0;0;0
13/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
13/12/2024;regional;regional;3;6;5;6;1.6;$0;0;0
13/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
13/12/2024;event;event;54;24;9;0;3;$0;0;0
13/12/2024;paid;paid_sponsorship;1;0;0;0;0;$0;0;0
13/12/2024;content;content;52;5;4;0;0;$0;0;0
13/12/2024;social;social;2;0;1;0;0;$0;0;0
13/12/2024;lifecycle;prospect_email;6;9;1;0;6;$0;0;0
13/12/2024;lifecycle;customer_braze_communications;6;0;2;0;0;$0;0;0
13/12/2024;paid;paid_social;32;9;10;6;1;$66,254;5514564;66063
13/12/2024;paid;abm;0;0;0;0;0;$15,812;387704;38952
13/12/2024;website;website;48;16;2;0;0;$0;0;0
13/12/2024;paid;paid_brand_search;62;35;80;46;15;$131,324;15037;3212
13/12/2024;paid;listicle_leadbuy_listing;27;27;9;9;0;$14,763;882753;756
13/12/2024;paid;paid_search;200;96;86;32;5.8;$263,800;947316;49992
12/12/2024;regional;regional;12;24;0;0;0;$0;0;0
12/12/2024;content;webinar;11;1;3;0;0;$0;0;0
12/12/2024;paid;paid_social;111;30;24;6;1;$127,793;11122440;21058
12/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
12/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
12/12/2024;event;event;389;230;18;1;0;$0;0;0
12/12/2024;paid;paid_sponsorship;6;0;0;0;0;$0;0;0
12/12/2024;paid;paid_brand_search;144;129;37;60;21;$463,641;56382;7460
12/12/2024;paid;abm;2;0;0;0;0;$16,232;3074544;35962
12/12/2024;website;website;18;39;4;1;0;$0;0;0
12/12/2024;social;social;2;2;4;3;0;$0;0;0
12/12/2024;paid;listicle_leadbuy_listing;13;22;30;19.5;0;$94,974;989150;980
12/12/2024;content;content;42;18;5;3;0;$0;0;0
12/12/2024;lifecycle;prospect_email;14;4;5;0;2;$0;0;0
12/12/2024;paid;paid_search;134;216;144;21;12;$361,096;1613967;20011
12/12/2024;lifecycle;customer_braze_communications;6;0;0;0;0;$0;0;0
11/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
11/12/2024;website;website;24;11;10;1;0;$0;0;0
11/12/2024;paid;abm;4;0;0;0;0;$16,590;741976;52224
11/12/2024;lifecycle;prospect_email;18;4;6;6;3;$0;0;0
11/12/2024;paid;paid_brand_search;126;111;76;22;12.6;$511,827;38222;8174
11/12/2024;social;social;9;1;2;2;0;$0;0;0
11/12/2024;content;webinar;3;2;0;0;0;$0;0;0
11/12/2024;lifecycle;customer_braze_communications;1;0;9;2;1;$0;0;0
11/12/2024;paid;paid_sponsorship;2;0;0;0;0;$0;0;0
11/12/2024;event;event;158;70;7;9;5.1;$0;0;0
11/12/2024;regional;regional;118;2;3;0;0;$0;0;0
11/12/2024;paid;paid_social;28;39;18;3;3;$190,440;16781856;39924
11/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
11/12/2024;content;content;33;75;42;3;0;$0;0;0
11/12/2024;paid;listicle_leadbuy_listing;44;42;8;8.5;3;$57,489;3396558;373
11/12/2024;paid;paid_search;170;156;45;15.5;27;$738,850;1870113;46402
10/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
10/12/2024;regional;regional;2;135;2;3;3;$0;0;0
10/12/2024;paid;paid_search;195;282;168;29;5;$253,641;1302638;77790
10/12/2024;content;content;98;36;32;2;0;$0;0;0
10/12/2024;website;website;48;14;8;2;0;$0;0;0
10/12/2024;content;webinar;6;5;4;1;0;$0;0;0
10/12/2024;event;event;30;20;10;5.4;1;$0;0;0
10/12/2024;paid;paid_social;44;16;8;7;2;$61,609;5572679;20676
10/12/2024;paid;abm;0;0;0;0;0;$11,127;1421866;18121
10/12/2024;social;social;2;0;0;0;0;$0;0;0
10/12/2024;paid;paid_brand_search;96;56;111;42.9;12;$183,430;41706;4205
10/12/2024;paid;listicle_leadbuy_listing;19;38;10;13.5;1;$36,419;1282685;1014
10/12/2024;paid;paid_sponsorship;10;0;3;0;0;$0;0;0
10/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
10/12/2024;lifecycle;prospect_email;25;15;3;6;6;$0;0;0
10/12/2024;lifecycle;customer_braze_communications;1;0;4;2;0;$0;0;0
09/12/2024;content;content;72;48;22;1;0;$0;0;0
09/12/2024;lifecycle;prospect_email;46;0;7;4;0;$0;0;0
09/12/2024;paid;paid_social;60;39;22;11;3;$40,478;3528559;42225
09/12/2024;event;event;290;112;14;1;0;$0;0;0
09/12/2024;paid;paid_search;354;176;54;36;1;$716,725;634246;51942
09/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
09/12/2024;content;webinar;234;5;4;1;0;$0;0;0
09/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
09/12/2024;paid;abm;3;0;0;0;0;$10,681;849607;57873
09/12/2024;website;website;18;12;12;0;3;$0;0;0
09/12/2024;paid;paid_brand_search;53;106;30;34;15.4;$580,107;19837;8412
09/12/2024;lifecycle;customer_braze_communications;18;2;6;1.8;3;$0;0;0
09/12/2024;social;social;8;3;3;0.5;0;$0;0;0
09/12/2024;regional;regional;327;138;9;0;0;$0;0;0
09/12/2024;paid;paid_sponsorship;3;1;0;0;0;$0;0;0
09/12/2024;paid;listicle_leadbuy_listing;24;33;9;9;1;$59,563;1385754;760
08/12/2024;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
08/12/2024;content;webinar;40;0;0;0;0;$0;0;0
08/12/2024;paid;abm;0;0;0;0;0;$7,795;2987391;56142
08/12/2024;paid;paid_brand_search;10;12;2;2;1;$81,126;5799;1842
08/12/2024;lifecycle;prospect_email;3;2;0;0;0;$0;0;0
08/12/2024;paid;paid_social;42;10;0;0;0;$33,284;2912319;36729
08/12/2024;content;content;34;3;0;0;0;$0;0;0
08/12/2024;paid;paid_sponsorship;4;0;0;0;0;$0;0;0
08/12/2024;website;website;21;12;2;0;0;$0;0;0
08/12/2024;paid;listicle_leadbuy_listing;1;0;0;0;0;$16,054;1222008;207
08/12/2024;paid;paid_search;114;24;0;2;0;$52,454;294428;7043
08/12/2024;regional;regional;93;0;0;0;0;$0;0;0
08/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
08/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
08/12/2024;social;social;0;0;0;0;0;$0;0;0
08/12/2024;event;event;66;0;0;0;0;$0;0;0
07/12/2024;content;webinar;0;0;0;0;0;$0;0;0
07/12/2024;paid;paid_brand_search;21;6;2;0;0;$55,057;11639;2060
07/12/2024;paid;listicle_leadbuy_listing;3;4;2;0;0;$13,291;1335666;720
07/12/2024;event;event;3;0;0;0;0;$0;0;0
07/12/2024;regional;regional;2;0;0;0;0;$0;0;0
07/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
07/12/2024;paid;abm;0;0;0;0;0;$13,404;425036;32416
07/12/2024;lifecycle;prospect_email;1;0;0;0;0;$0;0;0
07/12/2024;paid;paid_search;24;39;1;0;0;$16,440;188302;9552
07/12/2024;paid;paid_social;13;15;0;0;0;$65,309;5718621;17910
07/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
07/12/2024;paid;paid_sponsorship;1;0;0;0;0;$0;0;0
07/12/2024;social;social;0;0;0;0;0;$0;0;0
07/12/2024;website;website;8;3;0;0;0;$0;0;0
07/12/2024;content;content;18;1;0;0;0;$0;0;0
07/12/2024;lifecycle;customer_braze_communications;0;0;0;0;0;$0;0;0
06/12/2024;event;event;44;3;8;3;0;$0;0;0
06/12/2024;lifecycle;prospect_email;27;0;9;2;0;$0;0;0
06/12/2024;paid;paid_search;462;75;153;23;13;$393,083;1223618;21791
06/12/2024;regional;regional;6;3;8;0;2;$0;0;0
06/12/2024;paid;paid_social;15;15;12;10;1;$41,284;3471353;42417
06/12/2024;paid;paid_sponsorship;12;0;4;6;0;$0;0;0
06/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
06/12/2024;paid;listicle_leadbuy_listing;12;36;5;6;2;$59,458;1262286;389
06/12/2024;paid;abm;0;0;0;0;0;$12,411;802760;21200
06/12/2024;content;webinar;6;0;3;0;0;$0;0;0
06/12/2024;lifecycle;customer_braze_communications;18;0;9;0;0;$0;0;0
06/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
06/12/2024;social;social;0;0;0;0;0;$0;0;0
06/12/2024;content;content;24;5;11;2;0;$0;0;0
06/12/2024;paid;paid_brand_search;102;99;70;23.7;28.5;$408,694;55554;7346
06/12/2024;website;website;8;9;0;0;0;$0;0;0
05/12/2024;event;event;222;17;16;0;0;$0;0;0
05/12/2024;paid;paid_social;40;27;10;6;0;$42,645;7772000;16801
05/12/2024;paid;paid_sponsorship;3;0;3;0;0;$0;0;0
05/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
05/12/2024;paid;paid_search;465;222;147;79.5;15;$574,275;2025837;44282
05/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
05/12/2024;paid;abm;0;0;0;0;0;$19,665;1582020;18848
05/12/2024;paid;listicle_leadbuy_listing;54;63;27;6;0;$69,102;3543732;538
05/12/2024;content;webinar;12;0;0;0;0;$0;0;0
05/12/2024;regional;regional;5;0;3;0;3;$12,716;0;0
05/12/2024;lifecycle;prospect_email;12;9;6;6;3;$0;0;0
05/12/2024;paid;paid_brand_search;100;47;88;77.1;30;$510,268;83126;9484
05/12/2024;website;website;13;11;3;0;2;$0;0;0
05/12/2024;social;social;3;0;0;0;0;$0;0;0
05/12/2024;content;content;76;39;24;1;0;$0;0;0
05/12/2024;lifecycle;customer_braze_communications;6;0;0;1.5;0.7;$0;0;0
04/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
04/12/2024;event;event;496;52;6;3;0;$0;0;0
04/12/2024;lifecycle;prospect_email;39;5;6;2;6;$0;0;0
04/12/2024;content;webinar;54;2;1;2;2;$0;0;0
04/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
04/12/2024;paid;paid_search;146;234;150;94.5;9;$403,495;1799230;24473
04/12/2024;lifecycle;customer_braze_communications;6;2;0;1.4;0;$0;0;0
04/12/2024;social;social;1;2;1;0;1;$0;0;0
04/12/2024;paid;abm;0;0;0;0;0;$22,202;1351300;26302
04/12/2024;content;content;90;36;17;3;3;$0;0;0
04/12/2024;website;website;25;25;18;2;0;$0;0;0
04/12/2024;paid;paid_social;46;21;15;3;1.5;$86,005;3912636;18944
04/12/2024;regional;regional;6;60;2;2;4;$0;0;0
04/12/2024;paid;paid_brand_search;47;46;114;21.5;27;$501,961;175653;14766
04/12/2024;paid;paid_sponsorship;4;0;0;0;0;$0;0;0
04/12/2024;paid;listicle_leadbuy_listing;12;20;12;3;0;$27,331;3414672;1350
03/12/2024;paid;paid_brand_search;135;41;36;16;20;$172,874;144684;15510
03/12/2024;content;content;100;14;26;1;0;$0;0;0
03/12/2024;paid;paid_search;402;146;96;24;6;$190,130;1371660;27191
03/12/2024;regional;regional;150;0;18;4;0;$0;0;0
03/12/2024;paid;listicle_leadbuy_listing;34;38;11;10;3;$56,580;1332297;459
03/12/2024;social;social;0;0;2;6;1;$0;0;0
03/12/2024;paid;paid_sponsorship;9;0;0;0;0;$0;0;0
03/12/2024;lifecycle;prospect_email;45;4;0;0;1;$0;0;0
03/12/2024;content;webinar;9;3;0;0;0;$0;0;0
03/12/2024;paid;paid_social;63;15;18;6;0;$125,025;5147271;22993
03/12/2024;website;website;78;28;3;0;0;$0;0;0
03/12/2024;paid;abm;0;0;0;0;0;$18,851;2148894;35668
03/12/2024;lifecycle;customer_braze_communications;6;0;0;2.7;0;$0;0;0
03/12/2024;event;event;24;4;15;0;0;$0;0;0
03/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
03/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
02/12/2024;paid;paid_social;40;4;6;4;0;$125,326;9828074;44888
02/12/2024;paid;paid_awareness;0;0;0;0;0;$0;0;0
02/12/2024;paid;abm;0;0;0;0;0;$17,996;5123352;52760
02/12/2024;paid;paid_other;0;0;0;0;0;$0;0;0
